Date,Open,High,Low,Close,Adj Close,Volume
28-02-2012,18.855715,19.121786,18.780357,19.121786,16.394352,600387200
29-02-2012,19.341429,19.557501,19.132143,19.372856,16.609613,952011200
01-03-2012,19.577499,19.57893,19.241785,19.445356,16.671772,683270000
02-03-2012,19.437143,19.52857,19.375713,19.470715,16.693506,431712400
05-03-2012,19.479286,19.552856,18.785713,19.04143,16.325457,809124400
06-03-2012,18.702143,19.060356,18.436428,18.937857,16.236656,810238800
07-03-2012,19.171429,19.206429,18.689285,18.953215,16.249825,798520800
08-03-2012,19.096071,19.3925,19.004286,19.356787,16.595837,516457200
09-03-2012,19.436071,19.562143,19.396786,19.470358,16.693207,418919200
12-03-2012,19.606428,19.714287,19.535713,19.714287,16.902342,407282400
13-03-2012,19.912144,20.292143,19.848213,20.289286,17.395321,690855200
14-03-2012,20.644644,21.24,20.549999,21.056429,18.053043,1418844000
15-03-2012,21.414642,21.428928,20.6625,20.912857,17.929949,1159718000
16-03-2012,20.882856,21.042856,20.642857,20.913214,17.93026,825487600
19-03-2012,21.370358,21.491785,21.0375,21.467857,18.405796,901236000
20-03-2012,21.411072,21.674999,21.124287,21.64143,18.554609,816662000
21-03-2012,21.526428,21.773214,21.47893,21.517857,18.448662,644042000
22-03-2012,21.349285,21.589287,21.268929,21.405001,18.351902,623870800
23-03-2012,21.446072,21.492857,21.228571,21.2875,18.251169,430488800
26-03-2012,21.42107,21.683929,21.259287,21.677856,18.585835,595742000
27-03-2012,21.649286,22.01,21.645,21.945715,18.815489,607129600
28-03-2012,22.084999,22.194643,21.796785,22.057858,18.911633,655460400
29-03-2012,21.885,22.02,21.686787,21.780714,18.674025,608238400
30-03-2012,21.741785,21.805714,21.355,21.4125,18.358332,731038000
02-04-2012,21.493929,22.098928,21.442142,22.093929,18.942568,598351600
03-04-2012,22.40357,22.57893,22.2325,22.475714,19.26989,834559600
04-04-2012,22.298214,22.352142,22.035713,22.296785,19.116488,572980800
05-04-2012,22.392143,22.66643,22.264286,22.63143,19.403402,641298000
09-04-2012,22.361786,22.851429,22.332144,22.7225,19.481478,597536800
10-04-2012,22.854643,23,22.357143,22.444286,19.242947,889725200
11-04-2012,22.72143,22.745358,22.262142,22.364286,19.174364,696614800
12-04-2012,22.321428,22.547501,22.160713,22.241785,19.069324,614336800
13-04-2012,22.289642,22.310715,21.553928,21.615356,18.532251,859644800
16-04-2012,21.787857,21.795713,20.651787,20.718929,17.763685,1050786800
17-04-2012,20.67643,21.785713,20.425358,21.775,18.669123,1025528000
18-04-2012,21.918571,22.151787,21.525356,21.726429,18.627483,954531200
19-04-2012,21.436428,21.5975,20.875713,20.98,17.987516,834719200
20-04-2012,21.120714,21.236429,20.372143,20.463572,17.544756,1030985200
23-04-2012,20.378929,20.595358,19.879286,20.417856,17.505564,966529200
24-04-2012,20.093214,20.274643,19.821428,20.01,17.15588,1076149200
25-04-2012,21.987143,22.071428,21.642857,21.785713,18.678308,905777600
26-04-2012,21.938213,21.953215,21.504642,21.703571,18.607887,536068400
27-04-2012,21.609644,21.649286,21.446428,21.535713,18.463964,406722400
30-04-2012,21.35,21.371429,20.821428,20.856428,17.881577,506144800
01-05-2012,20.889286,21.312857,20.758215,20.790358,17.824926,610999200
02-05-2012,20.722857,20.978571,20.673571,20.927856,17.942814,427389200
03-05-2012,21.089287,21.121429,20.725,20.779285,17.815434,390549600
04-05-2012,20.610001,20.655714,20.184643,20.1875,17.308062,529992400
07-05-2012,20.053572,20.456072,20.043928,20.338572,17.437584,460118400
08-05-2012,20.342142,20.410713,19.954643,20.292143,17.397774,497252000
09-05-2012,20.132143,20.499287,20.030357,20.327856,17.428396,480704000
10-05-2012,20.520714,20.567142,20.30143,20.375713,17.469421,333200000
11-05-2012,20.178572,20.516787,20.155357,20.239643,17.35276,399546000
14-05-2012,20.091785,20.268213,19.914286,19.936428,17.0928,352626400
15-05-2012,20.051786,20.115,19.705357,19.756071,16.938169,476336000
16-05-2012,19.7875,19.888929,19.322857,19.502857,16.721073,560896000
17-05-2012,19.475357,19.553572,18.932858,18.932858,16.232374,717220000
18-05-2012,19.07,19.407499,18.649286,18.942142,16.24033,732292400
21-05-2012,19.089287,20.055,19.073214,20.045713,17.186493,631106000
22-05-2012,20.34107,20.495714,19.735001,19.891787,17.054525,694870400
23-05-2012,19.910713,20.457144,19.758215,20.377144,17.470652,584897600
24-05-2012,20.566786,20.589287,20.043928,20.190001,17.310205,496230000
25-05-2012,20.163929,20.208929,19.945356,20.081785,17.217428,328507200
29-05-2012,20.389286,20.5,20.189644,20.438213,17.523008,380508800
30-05-2012,20.328571,20.713928,20.234285,20.684643,17.734299,529429600
31-05-2012,20.740713,20.767857,20.409286,20.633215,17.690197,491674400
01-06-2012,20.327143,20.451786,20.018572,20.035357,17.177614,520987600
04-06-2012,20.053572,20.267857,19.589287,20.153214,17.278666,556995600
05-06-2012,20.045357,20.231071,19.940357,20.10107,17.233955,388214400
06-06-2012,20.2775,20.494642,20.196428,20.409286,17.498207,401455600
07-06-2012,20.6175,20.61857,20.375,20.418571,17.50617,379766800
08-06-2012,20.414286,20.735001,20.321428,20.725714,17.769503,347516400
11-06-2012,20.99,21.017857,20.379642,20.39893,17.489328,591264800
12-06-2012,20.51643,20.593571,20.239286,20.577143,17.642122,435380400
13-06-2012,20.518572,20.66,20.370714,20.434286,17.519642,293580000
14-06-2012,20.401428,20.482143,20.259287,20.411785,17.500349,345573200
15-06-2012,20.392857,20.522142,20.34107,20.504642,17.579958,335255200
18-06-2012,20.39143,20.996071,20.370358,20.920713,17.936691,440412000
19-06-2012,20.835714,21.071428,20.825001,20.97893,17.986605,361404400
20-06-2012,21.0075,21.044643,20.742857,20.919287,17.935463,358943200
21-06-2012,20.908571,21.007856,20.622856,20.631071,17.688362,326351200
22-06-2012,20.68,20.7925,20.550714,20.789286,17.824011,284471600
25-06-2012,20.617857,20.707144,20.370358,20.384644,17.477079,304382400
26-06-2012,20.404642,20.5175,20.261786,20.429644,17.515663,276536400
27-06-2012,20.535713,20.597857,20.425714,20.517857,17.591295,202997200
28-06-2012,20.416786,20.5,20.200357,20.323214,17.424416,282836400
29-06-2012,20.642857,20.857143,20.508928,20.857143,17.882181,421500800
02-07-2012,20.883215,21.195356,20.842857,21.161428,18.143074,400092000
03-07-2012,21.245714,21.428572,21.214287,21.407499,18.354036,241712800
05-07-2012,21.44857,21.940714,21.416071,21.783571,18.676474,484383200
06-07-2012,21.681786,21.73,21.485001,21.638571,18.552156,418930400
09-07-2012,21.617857,21.924999,21.575357,21.924643,18.797421,379405600
10-07-2012,22.070356,22.138214,21.618214,21.721786,18.623501,511957600
11-07-2012,21.647142,21.702143,21.329287,21.586786,18.507755,469322000
12-07-2012,21.437143,21.5525,21.167143,21.389286,18.338428,428041600
13-07-2012,21.53393,21.685356,21.428572,21.606071,18.5243,311427200
16-07-2012,21.611429,21.843571,21.607857,21.675358,18.583696,301260400
17-07-2012,21.813929,21.839287,21.541071,21.67643,18.584618,293624800
18-07-2012,21.663929,21.726429,21.555714,21.652143,18.563793,252700000
19-07-2012,21.831429,21.976786,21.642857,21.940001,18.810589,436861600
20-07-2012,21.893929,21.944286,21.560715,21.582144,18.503777,397471200
23-07-2012,21.228571,21.639286,20.989643,21.565357,18.489386,487975600
24-07-2012,21.692142,21.774286,21.375357,21.46143,18.40028,565132400
25-07-2012,20.51643,20.742857,20.357143,20.534643,17.605684,877312800
26-07-2012,20.705713,20.728571,20.370001,20.531429,17.60293,406632800
27-07-2012,20.536072,20.922501,20.413929,20.898571,17.917707,403936400
30-07-2012,21.104286,21.408571,20.99357,21.251072,18.219921,379142400
31-07-2012,21.543928,21.84643,21.525715,21.812857,18.701578,462327600
01-08-2012,21.996786,22.014286,21.535713,21.671785,18.580635,384501600
02-08-2012,21.530001,21.810356,21.4375,21.706785,18.610641,332158400
03-08-2012,21.915358,22.070715,21.841429,21.989286,18.852846,344920800
06-08-2012,22.04607,22.316786,21.973572,22.233929,19.06259,302103200
07-08-2012,22.241785,22.321428,22.072857,22.175358,19.012377,290446800
08-08-2012,22.121071,22.281429,22.039286,22.137857,18.980223,244706000
09-08-2012,22.066071,22.204643,22.064285,22.168928,19.088472,221642400
10-08-2012,22.096786,22.205713,22.09643,22.203571,19.118303,194938800
13-08-2012,22.263929,22.5,22.258928,22.5,19.373537,278832400
14-08-2012,22.566786,22.807501,22.5075,22.560356,19.425507,340169200
15-08-2012,22.546429,22.642857,22.419643,22.529642,19.399059,257342400
16-08-2012,22.543215,22.741428,22.517857,22.726429,19.568508,254534000
17-08-2012,22.857143,23.149643,22.814644,23.146786,19.93045,442761200
20-08-2012,23.214643,23.755358,23.210714,23.755358,20.454466,613384800
21-08-2012,23.957857,24.102858,23.22607,23.430714,20.174932,812719600
22-08-2012,23.372143,23.892857,23.146786,23.888214,20.568855,565322800
23-08-2012,23.789642,23.924999,23.612499,23.665358,20.376963,420128800
24-08-2012,23.553928,23.91,23.4125,23.686428,20.395109,437340400
27-08-2012,24.285357,24.316786,24.055,24.13143,20.778276,427008400
28-08-2012,24.106428,24.146429,23.952499,24.1,20.751215,267416800
29-08-2012,24.116072,24.202499,24.021429,24.0525,20.710314,202806800
30-08-2012,23.951429,23.983929,23.673214,23.709642,20.415104,302699600
31-08-2012,23.830357,23.878571,23.473213,23.758572,20.45723,338321200
04-09-2012,23.777143,24.112143,23.732143,24.106071,20.756441,367892000
05-09-2012,24.127501,24.155357,23.914286,23.936787,20.610678,336375200
06-09-2012,24.041786,24.224644,23.957144,24.1525,20.796415,391196400
07-09-2012,24.21607,24.374287,24.134644,24.30143,20.92465,329666400
10-09-2012,24.301786,24.403214,23.646429,23.669287,20.380352,487998000
11-09-2012,23.753929,23.932142,23.446428,23.592501,20.314238,503983200
12-09-2012,23.816071,23.924999,23.428572,23.92107,20.597143,712233200
13-09-2012,24.191786,24.482143,24.098928,24.392143,21.002762,598360000
14-09-2012,24.64143,24.892143,24.567499,24.688572,21.258005,600474000
17-09-2012,24.976786,24.992857,24.807501,24.992144,21.519392,398031200
18-09-2012,24.995714,25.083214,24.872143,25.068214,21.58489,373503200
19-09-2012,25.009287,25.1425,24.984644,25.075001,21.590733,326874800
20-09-2012,24.969999,25.002144,24.772142,24.953571,21.486181,336568400
21-09-2012,25.086071,25.18107,24.977142,25.003214,21.528927,571589200
24-09-2012,24.530714,24.825714,24.392857,24.67107,21.242933,639766400
25-09-2012,24.580713,24.742144,24.035713,24.055,20.712467,518789600
26-09-2012,23.883572,24.024643,23.614286,23.75643,20.455383,576503200
27-09-2012,23.724644,24.363214,23.583929,24.332857,20.951715,594090000
28-09-2012,24.241072,24.325357,23.8125,23.825001,20.514423,535110800
01-10-2012,23.969999,24.169643,23.446428,23.549643,20.277332,543594800
02-10-2012,23.63607,23.798214,23.237499,23.618214,20.336372,627992400
03-10-2012,23.745001,23.995001,23.665358,23.980356,20.648199,424281200
04-10-2012,23.973213,24.080357,23.769644,23.814285,20.505194,370725600
05-10-2012,23.757143,23.785713,23.26,23.306786,20.06822,594006000
08-10-2012,23.102858,23.127144,22.718214,22.791786,19.624783,637994000
09-10-2012,22.808929,22.874643,22.269644,22.708929,19.553436,838597200
10-10-2012,22.847857,23.035,22.75,22.889643,19.709044,510356000
11-10-2012,23.089287,23.114286,22.432142,22.432142,19.315109,546081200
12-10-2012,22.484285,22.692142,22.332144,22.489643,19.364626,460014800
15-10-2012,22.583929,22.683214,22.280357,22.67,19.519918,432502000
16-10-2012,22.691786,23.225,22.535713,23.206785,19.982113,549771600
17-10-2012,23.173929,23.313929,23,23.021786,19.822823,389037600
18-10-2012,22.842501,22.930714,22.5,22.594286,19.454729,476624400
19-10-2012,22.5375,22.563213,21.772142,21.780001,18.753592,744086000
22-10-2012,21.872143,22.692142,21.812857,22.643929,19.497465,546730800
23-10-2012,22.535713,22.639286,21.84643,21.905714,18.86183,707145600
24-10-2012,22.194286,22.376785,21.808571,22.029642,18.968542,558527200
25-10-2012,22.142857,22.214287,21.626785,21.769285,18.744358,656325600
26-10-2012,21.765356,21.928572,21.107143,21.571428,18.573997,1018432800
31-10-2012,21.245714,21.498571,20.989286,21.261429,18.30707,510003200
01-11-2012,21.365,21.535713,21.220358,21.305,18.344585,361298000
02-11-2012,21.281786,21.319643,20.526787,20.6,17.737551,599373600
05-11-2012,20.84,20.991785,20.628571,20.879286,17.978031,529135600
06-11-2012,21.079643,21.097857,20.717501,20.816071,17.923595,374917200
07-11-2012,20.494286,20.519285,19.848213,19.928572,17.237791,793648800
08-11-2012,20.022499,20.079643,19.1175,19.205357,16.612228,1056146000
09-11-2012,19.300714,19.817142,19.061428,19.537857,16.899841,929913600
12-11-2012,19.791071,19.803572,19.237499,19.386786,16.769163,515802000
13-11-2012,19.246786,19.66,19.155714,19.389286,16.771326,532949200
14-11-2012,19.482143,19.551786,19.149286,19.174286,16.585356,477170400
15-11-2012,19.1975,19.267857,18.665001,18.772142,16.237513,789910800
16-11-2012,18.757143,18.928572,18.0625,18.845715,16.301144,1266893600
19-11-2012,19.311071,20.267857,19.281429,20.204643,17.476593,823317600
20-11-2012,20.425358,20.426786,19.806429,20.032499,17.327688,642754000
21-11-2012,20.151787,20.263214,19.878571,20.060715,17.352097,373002000
23-11-2012,20.256071,20.428572,20.092857,20.410713,17.654835,272826400
26-11-2012,20.567858,21.071428,20.489643,21.054644,18.211821,630579600
27-11-2012,21.055357,21.08643,20.717857,20.885,18.065094,533330000
28-11-2012,20.616785,20.921429,20.437857,20.819286,18.008244,520864400
29-11-2012,21.079287,21.223213,20.901787,21.048571,18.206573,514698800
30-11-2012,20.956785,21.014286,20.809999,20.902857,18.080528,391319600
03-12-2012,21.201786,21.235357,20.910713,20.935356,18.108643,364280000
04-12-2012,20.77857,20.77857,20.433214,20.566071,17.789215,557068400
05-12-2012,20.318214,20.330357,19.241785,19.2425,16.644358,1044638000
06-12-2012,18.890715,19.76107,18.522499,19.544287,16.905396,1177212400
07-12-2012,19.764286,19.828571,18.928572,19.044643,16.473217,787040800
10-12-2012,18.75,19.2325,18.627857,18.922144,16.367256,630484400
11-12-2012,19.2775,19.627144,19.191786,19.335358,16.72468,592345600
12-12-2012,19.563213,19.571428,19.1525,19.25,16.650845,487144000
13-12-2012,18.969643,19.201429,18.77857,18.9175,16.363243,625259600
14-12-2012,18.383928,18.504642,18.056429,18.206785,15.748484,1009579200
17-12-2012,18.176071,18.571428,17.901072,18.529642,16.02775,757607200
18-12-2012,18.75,19.103571,18.580357,19.067858,16.493296,625685200
19-12-2012,18.981071,19.060715,18.767857,18.796785,16.258827,449369200
20-12-2012,18.928572,18.935715,18.531429,18.633215,16.117332,481689600
21-12-2012,18.3025,18.559643,18.222857,18.547501,16.043196,596268400
24-12-2012,18.583929,18.723213,18.525356,18.577499,16.069143,175753200
26-12-2012,18.535713,18.552143,18.254286,18.321428,15.84765,302436400
27-12-2012,18.340714,18.4375,18.023571,18.395,15.911291,455120400
28-12-2012,18.224644,18.374287,18.147142,18.199642,15.74231,354278400
31-12-2012,18.233213,19.121429,18.178572,19.006071,16.439854,659492400
02-01-2013,19.779285,19.821428,19.343929,19.608213,16.960693,560518000
03-01-2013,19.567142,19.631071,19.321428,19.360714,16.746611,352965200
04-01-2013,19.1775,19.236786,18.779642,18.821428,16.280134,594333600
07-01-2013,18.642857,18.90357,18.4,18.710714,16.184362,484156400
08-01-2013,18.900356,18.996071,18.616072,18.76107,16.227932,458707200
09-01-2013,18.660713,18.750357,18.428213,18.467857,15.974305,407604400
10-01-2013,18.876785,18.882856,18.411428,18.696787,16.172319,601146000
11-01-2013,18.607143,18.761429,18.536428,18.582144,16.073164,350506800
14-01-2013,17.952856,18.125,17.803928,17.919643,15.500115,734207600
15-01-2013,17.796429,17.821072,17.263571,17.354286,15.0111,876772400
16-01-2013,17.665714,18.194286,17.589287,18.074642,15.634186,690804800
17-01-2013,18.225357,18.241072,17.929644,17.952856,15.528844,453678400
18-01-2013,17.804285,17.936428,17.728571,17.857143,15.446052,472922800
22-01-2013,18.02,18.138571,17.736786,18.0275,15.593412,461546400
23-01-2013,18.171785,18.3925,18.0275,18.3575,15.878853,861509600
24-01-2013,16.428572,16.633215,16.080357,16.089287,13.916892,1460852400
25-01-2013,16.131786,16.293928,15.535714,15.71,13.588819,1208026400
28-01-2013,15.636786,16.186071,15.566429,16.065357,13.896197,785517600
29-01-2013,16.375,16.435715,16.147142,16.366785,14.156926,571158000
30-01-2013,16.321428,16.521429,16.232143,16.315357,14.112438,417155200
31-01-2013,16.320715,16.402857,16.249287,16.2675,14.071048,319334400
01-02-2013,16.396786,16.41,16.012501,16.200714,14.013278,539484400
04-02-2013,16.211071,16.283571,15.785714,15.797143,13.664199,477117200
05-02-2013,15.858929,16.419287,15.793571,16.351429,14.143644,573347600
06-02-2013,16.3025,16.660713,16.16357,16.333929,14.128509,593706400
07-02-2013,16.544643,16.785713,16.218571,16.722143,14.548602,704580800
08-02-2013,16.928572,17.100357,16.723213,16.963572,14.758647,633158400
11-02-2013,17.017857,17.319286,16.901787,17.140356,14.912455,517490400
12-02-2013,17.125357,17.227858,16.705,16.710714,14.538657,609053200
13-02-2013,16.686071,16.915714,16.543571,16.678928,14.511004,475207600
14-02-2013,16.59,16.844286,16.572144,16.663929,14.497951,355275200
15-02-2013,16.744642,16.79143,16.425714,16.434286,14.298158,391745200
19-02-2013,16.467857,16.526072,16.208929,16.428213,14.292877,435783600
20-02-2013,16.346071,16.346071,16.02857,16.030357,13.946733,476302400
21-02-2013,15.928571,16.041786,15.815,15.930714,13.860043,447182400
22-02-2013,16.044643,16.128571,15.95,16.100357,14.007633,330654800
25-02-2013,16.208929,16.254286,15.806071,15.814286,13.758747,372579200
26-02-2013,15.850714,16.126429,15.630714,16.034643,13.950461,501499600
27-02-2013,16.015356,16.158571,15.7375,15.8775,13.813743,587350400
28-02-2013,15.858929,15.995357,15.764286,15.764286,13.715246,322515200
01-03-2013,15.642857,15.649286,15.356429,15.373929,13.375628,552448400
04-03-2013,15.278571,15.292857,14.964286,15.001786,13.051856,582755600
05-03-2013,15.052857,15.5425,15.026786,15.397857,13.396445,638433600
06-03-2013,15.518214,15.544643,15.158214,15.202143,13.22617,460250000
07-03-2013,15.160714,15.428929,15.037857,15.377857,13.379046,468473600
08-03-2013,15.35,15.551071,15.3075,15.418571,13.414468,391482000
11-03-2013,15.348214,15.678929,15.183571,15.638214,13.60556,474236000
12-03-2013,15.557143,15.674286,15.270357,15.301071,13.312239,465911600
13-03-2013,15.301786,15.517857,15.191429,15.298214,13.309752,405549200
14-03-2013,15.458214,15.522857,15.373214,15.446429,13.438704,303875600
15-03-2013,15.640357,15.865357,15.616071,15.845,13.785467,643960800
18-03-2013,15.766071,16.337856,15.757143,16.275715,14.160198,606197200
19-03-2013,16.410713,16.463215,16.017857,16.231787,14.12198,526775200
20-03-2013,16.33643,16.343929,16.056786,16.145714,14.047092,308660800
21-03-2013,16.079287,16.356428,16.075001,16.168928,14.067295,383255600
22-03-2013,16.235001,16.503571,16.182501,16.496786,14.352535,395105200
25-03-2013,16.596071,16.78393,16.492144,16.556429,14.404425,501135600
26-03-2013,16.622856,16.637142,16.4475,16.469286,14.328611,294294000
27-03-2013,16.302143,16.314285,16.0975,16.145714,14.047092,331237200
28-03-2013,16.065001,16.136429,15.772143,15.809286,13.754396,442839600
01-04-2013,15.782143,15.846429,15.276429,15.318214,13.327153,389732000
02-04-2013,15.271429,15.647857,15.228571,15.349643,13.354497,529519200
03-04-2013,15.406071,15.617143,15.368214,15.428214,13.422856,363216000
04-04-2013,15.491429,15.535714,15.1875,15.275714,13.290179,358447600
05-04-2013,15.160714,15.176786,14.988571,15.114286,13.149732,383695200
08-04-2013,15.173214,15.267857,15.088929,15.221786,13.24326,300829200
09-04-2013,15.227143,15.303571,15.098214,15.249286,13.267186,306614000
10-04-2013,15.289286,15.609286,15.214643,15.560357,13.537823,375928000
11-04-2013,15.49,15.6425,15.4,15.511786,13.495566,328364400
12-04-2013,15.505357,15.505357,15.324643,15.35,13.354812,238613200
15-04-2013,15.25,15.281786,14.983929,14.994643,13.045642,317520000
16-04-2013,15.056071,15.236071,15.020357,15.222857,13.244194,305771200
17-04-2013,15.009643,15.021429,14.218214,14.385714,12.515863,945056000
18-04-2013,14.463929,14.4925,13.919286,14.001786,12.181837,666299200
19-04-2013,13.856071,14.271429,13.753571,13.9475,12.134607,609274400
22-04-2013,14.022857,14.364286,13.973929,14.238214,12.387532,429920400
23-04-2013,14.428214,14.585,14.243214,14.504643,12.61933,664238400
24-04-2013,14.055,14.830357,14.017857,14.480714,12.598515,969651200
25-04-2013,14.686786,14.783571,14.535714,14.585,12.689243,384837600
26-04-2013,14.636071,14.956071,14.580357,14.9,12.963301,764097600
29-04-2013,15.016071,15.486429,15,15.361429,13.364752,640326400
30-04-2013,15.539286,15.901786,15.431071,15.813571,13.758126,691538400
01-05-2013,15.873571,15.890357,15.513929,15.688929,13.649683,506909200
02-05-2013,15.777857,16.02107,15.736786,15.911429,13.843264,421828400
03-05-2013,16.118214,16.186787,16.041071,16.070715,13.981844,361300800
06-05-2013,16.275356,16.507143,16.225357,16.45393,14.31525,496641600
07-05-2013,16.606071,16.633928,16.203571,16.380714,14.251548,483753200
08-05-2013,16.394285,16.620358,16.278929,16.565714,14.412502,472598000
09-05-2013,16.421785,16.535713,16.270714,16.313213,14.286765,398487600
10-05-2013,16.356071,16.418215,16.088572,16.1775,14.16791,334852000
13-05-2013,16.125357,16.353571,16.125,16.240713,14.223273,316948800
14-05-2013,16.208929,16.257143,15.791071,15.852143,13.882972,447118000
15-05-2013,15.684286,15.75,15.084286,15.316071,13.413489,741613600
16-05-2013,15.115714,15.6375,14.960714,15.520714,13.592712,603204000
17-05-2013,15.680357,15.7175,15.393214,15.473571,13.551428,427904400
20-05-2013,15.425357,15.921429,15.360714,15.818929,13.853884,451578400
21-05-2013,15.648214,15.91,15.507143,15.702143,13.751607,456022000
22-05-2013,15.858929,16.012501,15.650714,15.7625,13.804463,443038400
23-05-2013,15.569643,15.934286,15.563929,15.790714,13.829175,353021200
24-05-2013,15.744643,15.916429,15.727143,15.898214,13.923319,276166800
28-05-2013,16.067858,16.111071,15.744643,15.765714,13.807277,386145200
29-05-2013,15.714286,15.982143,15.692857,15.891071,13.917061,330576400
30-05-2013,15.916071,16.232143,15.875357,16.127857,14.124437,353519600
31-05-2013,16.160713,16.325001,16.053572,16.061787,14.066575,384302800
03-06-2013,16.0975,16.155714,15.802857,16.097143,14.09754,372352400
04-06-2013,16.186428,16.229643,15.978214,16.046785,14.053435,292728800
05-06-2013,15.916071,16.097143,15.846786,15.896786,13.922071,290589600
06-06-2013,15.909643,15.964286,15.501786,15.659286,13.714071,416934000
07-06-2013,15.589286,15.83,15.456071,15.778929,13.818854,404535600
10-06-2013,15.883214,16.03857,15.6,15.674643,13.727522,450153200
11-06-2013,15.562143,15.812857,15.475714,15.628571,13.687172,286112400
12-06-2013,15.696429,15.758929,15.410714,15.435357,13.51796,265227200
13-06-2013,15.446429,15.612143,15.3125,15.57,13.635878,285832400
14-06-2013,15.55,15.581786,15.303571,15.358929,13.451027,271866000
17-06-2013,15.408571,15.560714,15.37,15.428571,13.512015,259414400
18-06-2013,15.412857,15.532143,15.364643,15.420357,13.504821,195025600
19-06-2013,15.407143,15.416429,15.107143,15.107143,13.230515,310940000
20-06-2013,14.975,15.213571,14.8275,14.887143,13.037845,357310800
21-06-2013,14.946071,15,14.575,14.767857,12.933377,481118400
24-06-2013,14.55,14.595,14.216071,14.376429,12.590571,480746000
25-06-2013,14.489286,14.563929,14.243929,14.379643,12.593387,314162800
26-06-2013,14.425,14.456786,14.130714,14.216786,12.450762,367724000
27-06-2013,14.258929,14.335357,14.055,14.063571,12.316579,337246000
28-06-2013,13.977143,14.295357,13.888214,14.161786,12.402591,578516400
01-07-2013,14.381786,14.723929,14.329286,14.615,12.799507,391053600
02-07-2013,14.641429,15.058214,14.623929,14.946071,13.089453,469865200
03-07-2013,15.030714,15.106429,14.908929,15.028571,13.161705,240928800
05-07-2013,15.013929,15.1175,14.833929,14.907857,13.055986,274024800
08-07-2013,15.003929,15.035714,14.666071,14.823214,12.981855,298138400
09-07-2013,14.771429,15.125,14.656429,15.083929,13.210184,352584400
10-07-2013,14.985714,15.171429,14.9375,15.026071,13.159516,281405600
11-07-2013,15.105357,15.294643,15.041786,15.260357,13.364697,326292400
12-07-2013,15.273214,15.349643,15.121786,15.2325,13.340302,279563200
15-07-2013,15.178929,15.409286,15.171429,15.265714,13.36939,241917200
16-07-2013,15.232857,15.3825,15.148929,15.364286,13.455716,216538000
17-07-2013,15.346429,15.436429,15.293571,15.368214,13.459156,198990400
18-07-2013,15.477857,15.531071,15.378929,15.42,13.50451,218878800
19-07-2013,15.467857,15.499286,15.155357,15.176786,13.291512,268721600
22-07-2013,15.337857,15.348214,15.195357,15.225357,13.334046,207796400
